name;abr 
Nachering;sit-kic
Nadëb;sai-nad
Nafaanra;alv-snf
Nafri;paa-sen
Naga Pidgin;crp
Nagu;poz-tem
Nahavaq;poz-vnc
Nahuatl;azc-nah
Nai;paa-kwm
Najdi Arabic;sem-arb
Naka'ela;poz
Nakai;ngf-okk
Nakame;ngf-fin
Nakanai;poz-ocw
Nakara;aus-arn
Nake;ngf-mad
Naki;nic-bbe
Nakwi;qfa-mal
Nalögo;poz-tem
Nalca;ngf
Nalik;poz-ocw
Nalu;alv-nal
Namakura;poz-vnc
Nambikwara;sai-nmk
Nambya;bnt-sho
Namia;paa-spk
Namibian Sign Language;sgn
Namla;paa-pau
Namosi-Naitasiri-Serua;poz-pcc
Namuyi;sit-nax
Nanai;tuw-nan
Nancere;cdc-est
Nande;bnt-glb
Nandi;sdv-nma
Nanga Dama Dogon;nic-nwa
Nankina;ngf-fin
Nanti;awd
Nanticoke;alg-eas
Nanubae;paa-arf
Narak;ngf
Narango;poz-vnn
Narau;ngf
Naro;khi-kal
Narom;poz-swa
Narragansett;alg-eas
Narua;sit-nas
Narungga;aus-pam
Nasarian;poz-vnc
Nasioi;paa-sbo
Naskapi;alg
Nasu;tbq-nas
Natügu;poz-tem
Nateni;nic-grm
Naukanski;ypk
Nauna;poz-aay
Nauo;aus-pam
Nauruan;na
Navajo;nv
Navut;poz-vnn
Nawathinehena;alg-ara
Nawdm;nic-yon
Nawuri;alv-gng
Naxi;sit-nas
Ncane;nic-bbe
Nchumbulu;alv-gng
Nda'nda';bai
Ndaka;bnt-nya
Ndali;bnt-run
Ndam;cdc-est
Ndamba;bnt-kil
Ndambomo;bnt-kel
Ndasa;bnt-kel
Ndau;bnt-sho
Nde-Nsele-Nta;nic-eko
Ndemli;nic-grf
Ndendeule;bnt-mbi
Ndengereko;bnt-mbi
Nding;alv-tal
Ndjébbana;aus-arn
Ndo;csu-mle
Ndobo;bnt-ngn
Ndoe;nic-eko
Ndogo;nic-ser
Ndolo;bnt-zbi
Ndom;ngf
Ndombe;bnt-swb
Ndonga;ng
Ndoola;nic-mmb
Ndumu;bnt-mbt
Ndunda;nic-mmb
Ndunga;nic-mbc
Ndut;alv-cng
Ndyuka-Trio Pidgin;crp
Ndzwani Comorian;bnt-com
Neapolitan;roa-itr
Negerhollands;crp
Negeri Sembilan Malay;poz-mly
Negidal;tuw-ewe
Nehan;poz-ocw
Nek;ngf-fin
Nekgini;ngf-fin
Neko;ngf-fin
Nemi;poz-cln
Nend;ngf-mad
Nengone;poz-cln
Neo;art
Nepali Kurux;dra-kml
Nepali;ne
Neve'ei;poz-vnc
Neverver;poz-vnc
New Caledonian Javanese;poz
Newar;sit-new
Nez Perce;nai-shp
Ngäbere;cba
Ngaanyatjarra;aus-pam
Ngadha;poz-cet
Ngadjuri;aus-pam
Ngaing;ngf-fin
Ngaju;poz-brw
Ngala;paa-spk
Ngalakan;aus-gun
Ngalkbun;aus-gun
Ngalum;ngf-okk
Ngam;csu-sar
Ngamambo;nic-mom
Ngambay;csu-sar
Ngamini;aus-kar
Ngamo;cdc-wst
Ngan'gityemerri;aus-dal
Nganasan;syd
Ngandi;aus-arn
Ngandyera;bnt-ova
Nganyaywana;aus-cww
Ngarinyin;aus-wor
Ngarla;aus-nga
Ngarluma;aus-nga
Ngarrindjeri;aus-pam
Ngas;cdc-wst
Ngatik Men's Creole;crp
Ngawun;aus-pam
Ngazidja Comorian;bnt-com
Ngbaka Ma'bo;nic-nkm
Ngbaka Manza;gba-eas
Ngbaka;gba-eas
Ngbinda;bnt-boa
Ngbundu;bad
Ngelima;bnt-bta
Ngemba;nic-nge
Ngen of Djonkro;dmn-nbe
Ngendelengo;bnt-swb
Ngete;cdc-mas
Nggem;ngf
Nggwahyi;cdc-cbm
Ngie;nic-mom
Ngiemboon;bai
Ngindo;bnt-mbi
Ngiyambaa;aus-cww
Ngizim;cdc-wst
Ngom;bnt-kel
Ngomba;bai
Ngombale;bai
Ngongo;bnt-yak
Ngoni;bnt-ngu
Ngoreme;bnt-lok
Ngoshie;nic-mom
Nguôn;mkh-vie
Ngul;bnt-bdz
Ngulu;bnt-seu
Ngunawal;aus-yuk
Ngundi;bnt-ngn
Ngundu;bad-cnt
Ngungwel;bnt-tkc
Ngwaba;cdc-cbm
Ngwe;bai
Ngwo;nic-mom
Nhanda;aus-psw
Nheengatu;tup-gua
Nhuwala;aus-nga
Nias;poz-nws
Nicaraguan Creole;crp
Nicaraguan Sign Language;sgn
Nigeria Mambila;nic-mmb
Nigerian Pidgin;crp
Nihali;qfa-iso
Nii;ngf
Niksek;paa
Nilamba;bnt-tkm
Nimadi;raj
Nimi;ngf-fin
Ninam;sai-ynm
Nindi;bnt-mbi
Ningera;paa-brd
Ninggerum;ngf-okk
Nisenan;nai-mdu
Nisga'a;nai-tsi
Niuafo'ou;poz-ton
Niuean;poz-ton
Nivaclé;sai-mtc
Nivkh;qfa-iso
Niwer Mil;poz-oce
Njebi;bnt-nze
Njen;nic-mom
Njerep;nic-mmb
Njyem;bnt-ndb
Nkami;alv-gng
Nkangala;bnt-clu
Nkari;nic-ief
Nkem-Nkum;nic-eko
Nkongho;bnt-saw
Nkonya;alv-gng
Nkoya;bnt-lbn
Nkukoli;nic-uce
Nkutu;bnt-tet
Nnam;nic-eko
Nobiin;nub
Nobonob;paa
Nocamán;sai-pan
Nogai;trk-kno
Nokuku;poz-vnn
Nomaande;nic-mbw
Nomatsiguenga;awd
Nomlaki;nai-wtq
Nong Zhuang;tai-cen
Nonuya;sai-wit
Noon;alv-cng
Noone;nic-bbe
Nootka;wak
Nopala Chatino;omq-cha
Noric;cel
Norman;roa-oil
Norn;gmq-ins
North Ambrym;poz-vnc
North Babar;poz-tim
North Boma;bnt-bdz
North Efate;poz-vnc
North Fali;alv-fli
North Frisian;gmw-fri
North Levantine Arabic;sem-arb
North Marquesan;poz-pep
North Mesopotamian Arabic;sem-arb
North Mofu;cdc-cbm
North Moluccan Malay;crp
North Muyu;ngf
North Slavey;den
North Tanna;poz-vns
North Watut;poz-ocw
Northeast Maidu;nai-mdu
Northeast Malakula;poz-vnc
Northeast Pashayi;inc-pas
Northeastern Dinka;sdv-dnu
Northeastern Pomo;nai-pom
Northern Alta;phi
Northern Altai;trk-ssb
Northern Amami Ōshima;jpx-nry
Northern Bontoc;phi
Northern Catanduanes Bicolano;phi
Northern Dagara;nic-mre
Northern East Cree;alg
Northern Emberá;sai-chc
Northern Ghale;sit-tam
Northern Grebo;kro-grb
Northern Haida;qfa-iso
Northern Hindko;inc-pan
Northern Kam;qfa-tak
Northern Kankanay;phi
Northern Khmer;mkh-kmr
Northern Kurdish;ku-Arab
Northern Luri;ira-swi
Northern Min;zhx-inm
Northern Ndebele;nd
Northern Ngbandi;nic-ngd
Northern Nuni;nic-gnn
Northern Oaxaca Nahuatl;azc-nah
Northern Ohlone;nai-you
Northern One;qfa-tor
Northern Paiute;azc-num
Northern Pame;omq
Northern Pinghua;zhx-pin
Northern Pomo;nai-pom
Northern Puebla Nahuatl;azc-nah
Northern Pwo;kar
Northern Qiandong Miao;hmn
Northern Qiang;sit-qia
Northern Roglai;cmc
Northern Saharan Berber;ber
Northern Sami;se
Northern Sierra Miwok;nai-utn
Northern Sotho;bnt-sts
Northern Subanen;phi
Northern Tarahumara;azc-trc
Northern Tepehuan;azc-pim
Northern Thai;tai-swe
Northern Tlaxiaco Mixtec;omq-mxt
Northern Tutchone;ath-nor
Northern Yukaghir;qfa-yuk
Northwest Gbaya;gba-wes
Northwest Maidu;nai-mdu
Northwest Oaxaca Mixtec;omq-mxt
Northwest Pashayi;inc-pas
Northwestern Dinka;sdv-dnu
Northwestern Ojibwa;alg
Northwestern Tamang;sit-tam
Norwegian Bokmål;nb
Norwegian Nynorsk;nn
Norwegian;no
Notre;nic-wov
Notsi;poz-ocw
Nottoway-Meherrin;iro-nor
Nottoway;iro-nor
Novial;art
Nsari;nic-bbe
Nsenga;bnt-sna
Nshi;nic-rnn
Nsong;bnt-bdz
Nsongo;bnt-tmb
Ntcham;nic-grm
Ntomba;bnt-mon
Ntra'ngith;aus-pam
Nubaca;nic-ymb
Nubi;crp
Nuer;sdv-dnu
Nuguria;poz-pnp
Nuk;ngf-fin
Nukak Makú;sai-nad
Nukna;ngf-fin
Nukuoro;poz-pnp
Numèè;poz-cln
Numana;nic-nin
Numanggang;ngf-fin
Nume;poz-vnn
Numidian;afa
Nungu;nic-nin
Nupe;alv-ngb
Nyah Kur;mkh-mnc
Nyakyusa;bnt-run
Nyali;bnt-nya
Nyam;cdc-wst
Nyamal;aus-nga
Nyambo;bnt-haj
Nyamwezi;bnt-tkm
Nyaneka;bnt-swb
Nyanga-li;bnt-boa
Nyanga (Congo);bnt-nyb
Nyanga (Togo);alv-gng
Nyangbo;alv-ktg
Nyangga;aus-tnk
Nyankole;bnt-nyg
Nyaturu;bnt-tkm
Nyaw;tai-nor
Nyelâyu;poz-cln
Nyemba;bnt-clu
Nyengo;bnt-clu
Nyenkha;sit-ebo
Nyigina;aus-nyu
Nyiha;bnt-mby
Nyika;bnt-mwi
Nyimang;sdv-nyi
Nyindrou;poz-aay
Nyindu;bnt-shh
Nyishi;sit-tan
Nyiyaparli;aus-nga
Nyokon;nic-mbw
Nyole (Kenya);bnt-msl
Nyole (Uganda);bnt-msl
Nyoro;bnt-nyg
Nyulnyul;aus-nyu
Nyunga;aus-pam
Nyungwe;bnt-sna
Nzadi;bnt-bdz
Nzakambay;alv-mbm
Nzakara;znd
Nzanyi;cdc-cbm
O'chi'chi';nic-cde
O'odham;azc-pim
Obanliku;nic-ben
Obispeño;nai-chu
Obo Manobo;mno
Obokuitai;paa-lkp
Obolo;nic-lcr
Obulom;nic-cde
Ocaina;sai-wit
Occitan;oc
Ocotepec Mixtec;omq-mxt
Ocotlán Zapotec;omq-zap
Od;inc-wes
Odiai;paa-kwm
Odual;nic-cde
Odut;nic-uce
Ofayé;sai-mje
Ogbah;alv-igb
Ogbia;nic-cde
Ogbogolo;nic-cde
Ogbronuagum;nic-cde
Ogea;ngf-mad
Oirata;ngf
Ojibwe;oj
Ojitlán Chinantec;omq-chi
Okanagan;sal
Okiek;sdv-kln
Okinawan;jpx-nry
Okinoerabu;jpx-nry
Oko-Eni-Osayen;alv-von
Okobo;nic-lcr
Okpamheri;alv-nwd
Okpe (Northwestern Edo);alv-nwd
Okpe (Southwestern Edo);alv-swd
Okpela;alv-yek
Oksapmin;ngf
Oku;nic-rnc
Old Armenian;hyx
Old Avar;cau-ava
Old Breton;cel-brs
Old Burmese;tbq-brm
Old Chinese;zhx
Old Church Slavonic;cu
Old Cornish;cel-brs
Old Dutch;gmw-frk
Old East Slavic;zle
Old English;gmw-ang
Old French;roa-oil
Old Frisian;gmw-fri
Old Georgian;ccs-gzn
Old High German;gmw-hgm
Old Hungarian;urj-ugr
Old Irish;cel-gae
Old Japanese;jpx
Old Javanese;poz
Old Khmer;mkh-kmr
Old Korean;qfa-kor
Old Lithuanian;bat-eas
Old Manipuri;sit
Old Marathi;inc-sou
Old Mon;mkh-mnc
Old Norse;gmq
Old Nubian;nub
Old Occitan;roa-ocr
Old Persian;ira-swi
Old Prussian;bat-wes
Old Saxon;gmw-lgm
Old Spanish;roa-cas
Old Sundanese;poz-msa
Old Tamil;dra-tam
Old Tibetan;sit-tib
Old Tupi;tup-gua
Old Turkic;trk-sib
Old Uyghur;trk-ssb
Old Welsh;cel-brw
Olekha;sit
Ollari;dra-pgd
Olo;qfa-tor
Oloma;alv-nwd
Olrat;poz-vnn
Olukumi;alv-yor
Olulumo-Ikom;nic-uce
Oluta Popoluca;nai-miz
Olutsotso;bnt-msl
Omagua;tup-gua
Omaha-Ponca;sio-dhe
Omani Arabic;sem-arb
Omba;poz-vnn
Ombamba;bnt-mbt
Ombo;bnt-tet
Ometepec Nahuatl;azc-nah
Omok;qfa-yuk
Oneida;iro-nor
Onin;poz-cet
Onjob;ngf
Ono;ngf
Onobasulu;ngf
Onondaga;iro-nor
Ontong Java;poz-pnp
Opao;ngf
Opata;azc-trc
Orejón;sai-tuc
Oring;nic-ucn
Oriya;or
Orizaba Nahuatl;azc-nah
Ormu;poz-ocw
Ormuri;ira-orp
Oro Win;sai-cpc
Oro;nic-lcr
Oroch;tuw-udg
Orok;tuw-nan
Orokaiva;ngf
Oroko;bnt-saw
Orokolo;ngf
Oromo;om
Oroqen;tuw-ewe
Orowe;poz-cln
Oruma;ijo
Orya;paa-tkw
Osage;sio-dhe
Osamayi;bnt-kel
Osatu;nic-grs
Oscan;itc-sbl
Osing;poz
Ososo;alv-yek
Ossetian;os
Ot Danum;poz-brw
Otank;nic-tvc
Ottawa;alg
Ottoman Turkish;trk-ogz
Otuke;sai-mje
Ouma;poz-ocw
Owa;poz-sls
Owiniga;qfa-mal
Oya'oya;poz-ocw
Ozolotepec Zapotec;omq-zap
Ozumacín Chinantec;omq-chi
Pémono;sai-map
Pökoot;sdv-kln
Pááfang;poz-mic
Pa'o Karen;kar
Pa;ngf
Paamese;poz-vnc
Paasaal;nic-sis
Pacahuara;sai-pan
Pacoh;mkh-kat
Padoe;poz-btk
Paelignian;itc-sbl
Pagi;paa-brd
Pagibete;bnt-bta
Pagu;paa-nha
Pahanan Agta;phi
Pahari-Potwari;inc-pan
Pahi;paa-spk
Pai Tavytera;tup-gua
Paicî;poz-cln
Paipai;nai-yuc
Paiwan;map
Pajapan Nahuatl;azc-nah
Pal;ngf-mad
Palaic;ine-ana
Palaka Senoufo;alv-snf
Palantla Chinantec;omq-chi
Palauan;poz
Palawan Batak;phi
Paleni;alv-wan
Palenquero;crp
Pali;pi
Palikur;awd
Pallanganmiddang;aus-pam
Palor;alv-cng
Palu'e;poz-cet
Palya Bareli;inc-bhi
Pambia;znd
Pamlico;alg-eas
Pamona;poz-kal
Pamplona Atta;phi
Pana (Central Africa);alv-mbm
Pana (West Africa);nic-gnn
Panamint;azc-num
Panare;sai-ven
Panawa;nic-jer
Panchpargania;inc-eas
Pande;bnt-ngn
Pangasinan;phi
Pangseng;alv-mum
Pangutaran Sama;poz-sbj
Pangwa;bnt-bki
Pangwali;him
Pannonian Rusyn;zlw
Panobo;sai-pan
Panyi Bai;sit-nba
Panyjima;aus-nga
Papantla Totonac;nai-ttn
Papapana;poz-ocw
Papar;poz-san
Papasena;paa-lkp
Papel;alv-pap
Papiamentu;crp
Papora;map
Papuan Malay;crp
Papuma;poz-hce
Pará Arára;sai-pek
Pará Gavião;sai-nje
Para Naga;sit-aao
Parachi;ira-orp
Paraguayan Guaraní;tup-gua
Parakanã;tup-gua
Paranawát;tup-gua
Paraujano;awd-taa
Parauk;mkh-pal
Pare;bnt-par
Pareci;awd
Parthian;ira-mpr
Pashto;ps
Pass Valley Yali;ngf
Patamona;sai-pem
Patani;poz-hce
Patep;poz-ocw
Patpatar;poz-ocw
Pattani Malay;poz-mly
Patwin;nai-wtq
Paumarí;auf
Paunaka;awd
Pauri Bareli;inc-bhi
Pauserna;tup-gua
Pawaia;paa
Pawnee;cdd
Pazeh;map
Pe;nic-tar
Peñoles Mixtec;omq-mxt
Pear;mkh-pea
Pech;cba
Peere;alv-dur
Pele-Ata;paa
Pemon;sai-pem
Penchal;poz-aay
Pengo;dra-kki
Pennsylvania German;gmw-hgm
Penobscot;alg-abp
Penrhyn;poz-pep
Pentlatch;sal
Peranakan Indonesian;crp
Perema;alv-lek
Persian;fa
Petapa Zapotec;omq-zap
Petats;poz-ocw
Phake;tai-swe
Phalura;inc-shn
Phangduwali;sit-kie
Phende;bnt-pen
Phimbi;bnt-sna
Phoenician;sem-can
Phrae Pwo;kar
Phrygian;ine
Phu Thai;tai-swe
Piamatsina;poz-vnn
Piapoco;awd-nwk
Picard;roa-oil
Pichinglis;crp
Pichis Ashéninka;awd
Pictish;cel-brw
Pidgin Delaware;crp
Pidgin Iha;crp
Pidgin Onin;crp
Piedmontese;roa-git
Pije;poz-cln
Pijin;crp
Pilagá;sai-guc
Pileni;poz-pnp
Pima Bajo;azc-pim
Pingelapese;poz-mic
Pinigura;aus-psw
Pinji;bnt-tso
Pinotepa Nacional Mixtec;omq-mxt
Pintupi-Luritja;aus-pam
Pinyin;nic-nge
Pipil;azc-nah
Pirahã;sai-mur
Piratapuyo;sai-tuc
Pirlatapa;aus-kar
Piro;nai-kta
Pisabo;sai-pan
Pitcairn-Norfolk;crp
Pite Sami;smi
Piti;nic-kne
Pitjantjatjara;aus-pam
Pitta-Pitta;aus-kar
Plains Apache;apa
Plains Cree;alg
Plains Miwok;nai-you
Plautdietsch;gmw-lgm
Pnar;aav-pkl
Pochutec;azc-nah
Podoko;cdc-cbm
Pohnpeian;poz-mic
Pokangá;sai-tuc
Pol;bnt-kak
Polabian;zlw-lch
Polish;pl
Polonombauk;poz-vnn
Pom;poz-hce
Ponam;poz-aay
Ponosakan;phi
Pontic Greek;grk
Poqomam;myn
Poqomchi';myn
Port Sandwich;poz-vnc
Port Vato;poz-vnc
Portuguese;pt
Potawatomi;alg
Potiguára;tup-gua
Pouye;paa-spk
Powari;inc-hie
Powhatan;alg-eas
Prakrit;inc-mid
Primitive Irish;cel-gae
Principense;crp
Pudtol Atta;phi
Puebla Mazatec;omq-maz
Pukapukan;poz-pnp
Puluwat;poz-mic
Pumpokol;qfa-yso
Punan Bah-Biau;poz-bnn
Punic;sem-can
Punjabi;pa
Punu;bnt-sir
Puoc;mkh
Purepecha;qfa-iso
Purisimeño;nai-chu
Puroik;sit-khb
Purum;tbq-kuk
Putoh;poz-swa
Putukwam;nic-ben
Puxian Min;zhx-com
Puyuma;map
Pwaamèi;poz-cln
Pwapwâ;poz-cln
Pyu (New Guinea);paa-asa
Q'anjob'al;myn
Q'eqchi;myn
Qaqet;paa-bng
Qatabanian;sem-osa
Qimant;cus-cen
Quapaw;sio-dhe
Quebec Sign Language;sgn
Quechua;qu
Quenya;art
Querétaro Otomi;oto-otm
Quetzaltepec Mixe;nai-miz
Quiavicuzas Zapotec;omq-zap
Quileute;chi
Quinault;sal
Quioquitani-Quierí Zapotec;omq-zpc
Quiotepec Chinantec;omq-chi
Quiripi;alg-eas
Réunion Creole French;crp
Rabha;tbq-bdg
Rade;cmc
Raetic;qfa-tyn
Raga;poz-vnn
Rajbanshi;inc-krd
Rajong;poz-cet
Rajput Garasia;inc-bhi
Rakahanga-Manihiki;poz-pep
Rakhine;tbq-brm
Ralte;tbq-kuk
Ramandi;xme-ttc
Ramoaaina;poz-ocw
Rana Tharu;inc-tha
Rao;paa
Rapa Nui;poz-pep
Rarotongan;poz-pep
Rasawa;paa-lkp
Ratagnon;phi
Ratahan;phi
Rathwi Bareli;inc-bhi
Raute;sit-gma
Ravula;dra-mal
Rawa;ngf-fin
Rawang;sit-nng
Rayón Zoque;nai-miz
Razajerdi;xme-ttc
Razihi;sem-osa
Reel;sdv-dnu
Rejang Kayan;poz
Rejang;poz
Rema;paa
Rembarunga;aus-gun
Rembong;poz-cet
Remo;sai-pan
Remontado Agta;phi
Remun;poz-mly
Rendille;cus-som
Rennellese;poz-pnp
Repanbitip;poz-vnc
Rerep;poz-vnc
Resígaro;awd
Reyesano;sai-tac
Riantana;ngf
Ribun;day
Rigwe;nic-plc
Rikbaktsa;sai-mje
Rincón Zapotec;omq-zap
Ritarungo;aus-yol
Riung;poz-cet
Riverain Sango;crp
Rohingya;inc-bas
Romagnol;roa-emr
Romani;inc-rom
Romanian;ro
Romano-Greek;qfa-mix
Romano-Serbian;qfa-mix
Romanova;art
Romansch;rm
Romblomanon;phi
Rombo;bnt-chg
Romkun;paa
Ron;cdc-wst
Ronga;bnt-tsr
Rongmei Naga;sit-zem
Roon;poz-hce
Roria;poz-vnn
Roro;poz-ocw
Rotokas;paa-nbo
Rotuman;poz-pcc
Roviana;poz-ocw
Ruching Palaung;mkh-pal
Rudbari;xme
Rukai;map
Rukiga;bnt-nyg
Rumai Palaung;mkh-pal
Rungus;poz-san
Rungwa;bnt-mwi
Russian;ru
Rutul;cau-wsm
S'gaw Karen;kar
Sîshëë;poz-cln
São Paulo Kaingáng;sai-jee
Sãotomense;crp
Sa'a;poz-sls
Sa'ban;poz-swa
Sa;poz-vnn
Saafi-Saafi;alv-cng
Saanich;sal
Saare;nic-knn
Saaroa;map
Saba;cdc-est
Sabaean;sem-osa
Sabah Bisaya;poz-san
Sabanê;sai-nmk
Sabine;itc-sbl
Sabir;crp
Sabu;poz-cet
Sacapulteco;myn
Sadri;inc-bih
Saek;tai-nor
Safaliba;nic-mre
Safeyoka;ngf
Safwa;bnt-mby
Sagala;bnt-ruv
Saho;cus-eas
Sahu;paa-nha
Saisiyat;map
Sakao;poz-vnn
Sakata;bnt-bnm
Sake;bnt-kel
Sakizaya;map
Sala;bnt-bot
Salampasu;bnt-lun
Salar;trk
Salinan;qfa-iso
Salumá;sai-prk
Salvadoran Sign Language;sgn
Sama;bnt-kmb
Samaritan Aramaic;sem-arw
Samaritan Hebrew;sem-can
Samba;bnt-pen
Sambali;phi
Sambalpuri;inc-eas
Sambe;nic-alu
Samberigi;paa-eng
Samoan;sm
Samogitian;bat-eas
Samosa;ngf-mad
San Agustín Mixtepec Zapotec;omq-zap
San Baltazar Loxicha Zapotec;omq-zap
San Felipe Otlaltepec Popoloca;omq-pop
San Jerónimo Tecóatl Mazatec;omq-maz
San Juan Atzingo Popoloca;omq-pop
San Juan Colorado Mixtec;omq-mxt
San Juan Guelavía Zapotec;omq-zpc
San Juan Teita Mixtec;omq-mxt
San Luís Temalacayuca Popoloca;omq-pop
San Marcos Tlalcoyalco Popoloca;omq-pop
San Martín Itunyoso Triqui;omq-tri
San Miguel Creole French;crp
San Miguel el Grande Mixtec;omq-mxt
San Miguel Piedras Mixtec;omq-mxt
San Pablo Güilá Zapotec;omq-zap
San Pedro Amuzgos Amuzgo;omq
San Pedro Quiatoni Zapotec;omq-zpc
San Vicente Coatlán Zapotec;omq-zap
Sanapaná;sai-mas
Sandawe;qfa-iso
Sanga (Congo);bnt-lub
Sanga (Nigeria);nic-jer
Sangil;phi
Sangir;phi
Sangisari;ira-kms
Sango;sg
Sangu (Gabon);bnt-sir
Sangu (Tanzania);bnt-bki
Sani;tbq-axi
Saniyo-Hiyewe;paa-spk
Sanskrit;sa
Santa Catarina Albarradas Zapotec;omq-zap
Santa Inés Ahuatempan Popoloca;omq-pop
Santa Inés Yatzechi Zapotec;omq-zap
Santa Lucía Monteverde Mixtec;omq-mxt
Santa María La Alta Nahuatl;azc-nah
Santa María Quiegolani Zapotec;omq-zpc
Santa María Zacatepec Mixtec;omq-mxt
Santa Teresa Cora;azc
Santali;mun
Santiago Xanica Zapotec;omq-zap
Santo Domingo Albarradas Zapotec;omq-zap
Sapa;tai-sap
Sar;csu-sar
Sara Kaba Náà;csu-kab
Sara Kaba;csu-kab
Saraiki;inc-pan
Saramaccan;crp
Sarangani Blaan;phi
Sarangani Manobo;mno
Sardinian;sc
Sarikoli;ira-shr
Sarli;ira-zgr
Sartang;sit-khm
Sarua;cdc-est
Saruga;ngf-mad
Sasak;poz-bss
Sasaru;alv-yek
Sassarese;roa-itr
Satawalese;poz-mic
Sateré-Mawé;tup
Saterland Frisian;gmw-fri
Saurashtra;inc-wes
Sause;paa-tkw
Sausi;ngf-mad
Savosavo;paa
Sawai;poz-hce
Sawi;ngf
Sawriya Paharia;dra-mlo
Saxwe Gbe;alv-pph
Saya;cdc-wst
Sayula Popoluca;nai-miz
Scots;gmw-ang
Scottish Gaelic;gd
Seba;bnt-sbi
Sebat Bet Gurage;sem-eth
Sebop;poz-swa
Sechelt;sal
Secoya;sai-tuc
Sedang;mkh-nbn
Segeju;bnt-mij
Sehwi;alv-ctn
Seimat;poz-aay
Sekani;ath-nor
Seki;bnt-kel
Selaru;poz-cet
Selee;alv-ntg
Selk'nam;sai-cho
Selonian;bat-eas
Semai;mkh-asl
Semelai;mkh-asl
Semimi;paa-mai
Semnani;xme
Sena;bnt-sna
Seneca;iro-nor
Sengele;bnt-mon
Sengo;paa-spk
Sengseng;poz-ocw
Sensi;sai-pan
Sentani;paa-sen
Sepa (Indonesia);poz-cma
Sepa (New Guinea);poz-ocw
Sepen;paa
Sepik Mari;paa-spk
Sera;poz-ocw
Serbo-Croatian;sh
Sere;nic-ser
Serer;alv-fwo
Seri;qfa-iso
Serrano;azc-tak
Seru;poz-bnn
Serui-Laut;poz-hce
Seta;qfa-tor
Setaman;ngf-okk
Seti;qfa-tor
Severn Ojibwa;alg
Seychellois Creole;crp
Seze;omv-mao
Sha;cdc-wst
Shabak;ira-zgr
Shabo;ssa
Shahmirzadi;ira-msh
Shahrudi;xme-ttc
Shama-Sambuga;nic-kmk
Shambala;bnt-seu
Shan;tai-swe
Shanenawa;sai-pan
Shanga;dmn-bbu
Shaojiang Min;zhx-inm
Sharanahua;sai-pan
Shark Bay;poz-vnn
Sharwa;cdc-cbm
Shasta;nai-shs
Shau;nic-jer
Shawnee;alg
Shehri;sem-sar
Shelta;qfa-mix
Sheni;nic-jer
Sherbro;alv-mel
Sherpa;sit-tib
Sheshi Kham;sit-kha
Shi;bnt-shh
Shihhi Arabic;sem-arb
Shiki;nic-jrn
Shilluk;sdv-lon
Shina;inc-shn
Shinasha;omv-gon
Shipibo-Conibo;sai-pan
Shixing;sit-nax
Sholaga;dra-kan
Shona;sn
Shoo-Minda-Nye;nic-jkn
Shor;trk-ssb
Shoshone;azc-num
Shua;khi-kal
Shuar;sai-jiv
Shughni;ira-shr
Shumashti;inc-kun
Shuswap;sal
Shwe Palaung;mkh-pal
Siane;paa-kag
Sibe;paa-sbo
Siberian Tatar;trk-kno
Sicel;itc
Sichuan Yi;ii
Sicilian;roa-itr
Siculo-Arabic;sem-arb
Sidamo;cus-hec
Sidetic;ine-luw
Sie;poz-vns
Sierra de Juárez Zapotec;omq-zap
Sierra Negra Nahuatl;azc-nah
Sighu;bnt-kel
Sika;poz-cet
Sikaiana;poz-pnp
Sikiana;sai-prk
Sikkimese;sit-tib
Silacayoapan Mixtec;omq-mxt
Silesian;zlw-lch
Siliput;qfa-tor
Silt'e;sem-eth
Simaa;bnt-kav
Simalungun Batak;btk
Simba;bnt-tso
Simbali;paa-bng
Simeulue;poz-nws
Sinagen;qfa-tor
Sinasina;ngf
Sinaugoro;poz-ocw
Sindarin;art
Sindhi Bhil;inc-snd
Sindhi;sd
Sindihui Mixtec;omq-mxt
Singa;bnt-lok
Singpho;sit-jnp
Sinhalese;si
Sinicahua Mixtec;omq-mxt
Sininkere;dmn-man
Sinte Romani;inc-rom
Sinyar;csu
Siona;sai-tuc
Sipakapense;myn
Sira;bnt-sir
Siraya;map
Sirenik;ypk
Siri;cdc-wst
Siriano;sai-tuc
Sirionó;tup-gua
Siroi;ngf-mad
Sissala;nic-sis
Sissano;poz-ocw
Sivandi;xme
Siwi;ber
Siwu;alv-ntg
Skagit;sal
Skalvian;bat-wes
Ske;poz-vnn
Skepi Creole Dutch;crp
Skolt Sami;smi
Skou;paa-msk
Slavomolisano;zls
Slovak;sk
Slovene;sl
Snohomish;sal
So'a;poz-cet
Sochiapam Chinantec;omq-chi
Soga;bnt-nyg
Sogdian;ira-sgc
Soko;bnt-ske
Sokoro;cdc-est
Soli;bnt-bot
Solong;poz-ocw
Som;ngf-fin
Somali;so
Somba-Siawari;ngf
Somrai;cdc-est
Somyev;nic-mmb
Sonde;bnt-pen
Songe;bnt-lbn
Songomeno;bnt-bsh
Songoora;bnt-lgb
Soninke;dmn-snb
Sonsorolese;poz-mic
Sop;ngf-mad
Soqotri;sem-sar
Sora;mun
Sori-Harengan;poz-aay
Sorsogon Ayta;phi
Sos Kundi;paa-spk
Sotho;st
South Awyu;ngf
South Central Dinka;sdv-dnu
South Efate;poz-vnc
South Fali;alv-fli
