'Are'are;alu
Jicarilla;apj
Jiiddu;jii
Jilbe;jie
Jilim;jil
Jimi;jmi
Jimjimen;jim
Jin;cjy
Jina;jia
Jingpho;kac
Jingulu;jig
Jinyu;cjy
Jiongnai Bunu;pnu
Jirel;jul
Jiru;jrr
Jita;jit
Jju;kaj
Joba;job
Jofotek-Bromnya;jbr
Jola-Fonyi;dyo
Jola-Kasa;csk
Jonkor Bourmataguil;jeu
Jorá;jor
Jordanian Sign Language;jos
Jorto;jrt
Jowulu;jow
Ju;juu
Juǀ'hoan;ktz
Juang;jun
Juba Arabic;pga
Judeo-Arabic;jrb
Judeo-Berber;jbe
Judeo-Georgian;jge
Judeo-Iraqi Arabic;yhd
Judeo-Italian;itk
Judeo-Moroccan Arabic;aju
Judeo-Persian;jpr
Judeo-Tat;jdt
Judeo-Tripolitanian Arabic;yud
Judeo-Tunisian Arabic;ajt
Judeo-Yemeni Arabic;jye
Jukun Takum;jbu
Jumjum;jum
Jumla Sign Language;jus
Jumli;jml
Jungle Inga;inj
Juquila Mixe;mxq
Jur Modo;bex
Jurúna;jur
Juray;juy
Jurchen;juc
Jutish;jut
Juwal;mwb
Juxtlahuaca Mixtec;vmc
Jwira-Pepesa;jwi
K'iche';quc
Kélé;keb
Kölsch;ksh
Kâte;kmg
Kaamba;xku
Kaan;ldl
Kaang Chin;ckn
Kaansa;gna
Kaapor Sign Language;uks
Kaba;ksp
Kabalai;kvf
Kabardian;kbd
Kabatei;xkp
Kabba-Laka;lap
Kabixí;xbx
Kabiyé;kbp
Kabola;klz
Kabore One;onk
Kabras;lkb
Kaburi;uka
Kabutra;kbu
Kabuverdianu;kea
Kabwa;cwa
Kabwari;kcw
Kabyle;kab
Kachama-Ganjule;kcx
Kachari;xac
Kachchi;kfr
Kachi Koli;gjk
Kacipo-Balesi;koe
Kaco';xkk
Kadai;kzd
Kadar;kej
Kadara;kad
Kadaru;kdu
Kadiwéu;kbc
Kado;kdv
Kadu (Myanmar);zkd
Kadugli;xtc
Kaduo;ktp
Kaera;jka
Kafa;kbr
Kafoa;kpu
Kagan Kalagan;kll
Kagate;syw
Kagayanen;cgc
Kagoma;kdm
Kagoro;xkg
Kagulu;kki
Kahe;hka
Kahua;agw
Kaian;kct
Kaibobo;kzb
Kaidipang;kzp
Kaiep;kbw
Kaikadi;kep
Kaike;kzq
Kaiku;kkq
Kaimbé;xai
Kaimbulawa;zka
Kaingang;kgp
Kairak;ckr
Kairiru;kxa
Kairui-Midiki;krd
Kais;kzm
Kaitag;xdq
Kaivi;kce
Kaiwá;kgk
Kaiy;tcq
Kajakse;ckq
Kajali;xkj
Kajaman;kag
Kakabai;kqf
Kakabe;kke
Kakanda;kka
Kakauhua;kbf
Kaki Ae;tbd
Kakihum;kxe
Kako;kkj
Kakwa;keo
Kala Lagaw Ya;mwp
Kala;kcl
Kalaamaya;lkm
Kalabakan;kve
Kalabari;ijn
Kalabra;kzz
Kalagan;kqe
Kalaktang Monpa;kkf
Kalam;kmh
Kalami;gwc
Kalamsé;knz
Kalanadi;wkl
Kalanga;kck
Kalao;kly
Kalapuya;kyl
Kalarko;kba
Kalasha;kls
Kalenjin;kln
Kalinago;crb
Kalkatungu;ktg
Kalkoti;xka
Kallawaya;caw
Kalmyk;xal
Kalo Finnish Romani;rmf
Kalou;ywa
Kaluli;bco
Kalumpang;kli
Kam;kdx
Kamakan;vkm
Kamang;woi
Kamano;kbq
Kamantan;kci
Kamar;keq
Kamara;jmr
Kamarian;kzx
Kamaru;kgx
Kamasa;klp
Kamasau;kms
Kamassian;xas
Kamayo;kyk
Kamayurá;kay
Kamba;kam
Kambaata;ktb
Kambaira;kyy
Kambera;xbr
Kamberataro;kbv
Kamberau;irx
Kambiwá;xbw
Kami;kmi
Kamkata-viri;bsh
Kamo;kcq
Kamoro;kgq
Kamta;rkt
Kamu;xmu
Kamula;xla
Kamviri;xvi
Kamwe;hig
Kanakanabu;xnb
Kanakuru;kna
Kanamarí;knm
Kanamari;knm
Kanashi;xns
Kanasi;soq
Kanauji;bjj
Kandas;kqw
Kandawo;gam
Kande;kbs
Kanembu;kbl
Kang;kyp
Kanga;kcp
Kangean;kkv
Kanggape;igm
Kangjia;kxs
Kango-Sua;kzy
Kango;kty
Kangri;xnr
Kaniet;ktk
Kanikkaran;kev
Kaningdon-Nindem;kdp
Kaningi;kzo
Kaningra;knr
Kaninuwa;wat
Kanite;kmu
Kanjari;kft
Kanju;kbe
Kankanaey;kne
Kannada Kurumba;kfi
Kannada;kn
Kannauji;bjj
Kanoé;kxo
Kanowit-Tanjong Melanau;kxn
Kanowit;kxn
Kansa;ksk
Kantosi;xkt
Kanu;khx
Kanufi;kni
Kanuri;kr
Kanyok;kny
Kao;kax
Kaonde;kqn
Kap;ykm
Kapampangan;pam
Kapauri;khp
Kapin;tbx
Kapinawá;xpn
Kapingamarangi;kpg
Kapriman;dju
Kaptiau;kbi
Kapya;klo
Kaqchikel-K'iche' Mixed Language;ckz
Kaqchikel;cak
Kara (New Guinea);leu
Kara (Papua New Guinea);leu
Kara (Tanzania);reg
Karachay-Balkar;krc
Karadjeri;gbd
Karaga Mandaya;mry
Karahawyana;xkh
Karaim;kdr
Karajá;kpj
Karakalpak;kaa
Karakhanid;xqa
Karami;xar
Karamojong;kdj
Karang;kzr
Karanga;kth
Karankawa;zkk
Karao;kyj
Karas;kgv
Karata;kpt
Karawa;xrw
Karbi;mjw
Kare (Africa);kbn
Kare (New Guinea);kmf
Karekare;kai
Karelian;krl
Karenggapa;eaa
Karey;kyd
Kari'na;car
Kari;kbj
Karingani;kgn
Karipúna Creole French;kmv
Karipúna;kgm
Karipuna;kuq
Karirí-Xocó;kzw
Kariri;kzw
Karitiâna;ktn
Kariya;kil
Kariyarra;vka
Karkar-Yuri;yuj
Karkin;krb
Karko;kko
Karnai;bbv
Karo Batak;btx
Karo;kxh
Karok;kyh
Karolanos;kyn
Karon Dori;kgw
Karon;krx
Karore;xkx
Karuwali;rxw
Kasanga;ccj
Kasem;xsm
Kashaya;kju
Kashmiri;ks
Kashubian;csb
Kasiguranin;ksn
Kaska;kkz
Kaskean;zsk
Kaskihá;gva
Kasseng;kgc
Kassonke;kao
Kasua;khs
Kataang;kgd
Katabaga;ktq
Katawixi;xat
Kathoriya Tharu;tkt
Kathu;ykt
Kati;bsh
Katkari;kfu
Katla;kcr
Kato;ktw
Katso;kaf
Katua;kta
Katukína;kav
Katukina;knt
Kaulong;pss
Kaur;vkk
Kaure;bpp
Kaurna;zku
Kauwera;xau
Kavalan;ckv
Kavet;krv
Kawésqar;alc
Kawacha;kcb
Kawaiisu;xaw
Kawe;kgb
Kaxararí;ktx
Kaxuiâna;kbb
Kaxuyana;kbb
Kaya;zra
Kayabí;kyz
Kayagar;kyt
Kayan Mahakam;xay
Kayan River Kayan;xkn
Kayan;pdu
Kayapó;txu
Kayapa Kallahan;kak
Kayardild;gyd
Kayeli;kzl
Kayong;kxy
Kayort;kyv
Kaytetye;gbb
Kayupulau;kzu
Kazakh;kk
Kazukuru;kzk
Ke'o;xxk
Keak;keh
Keapara;khz
Kedah Malay;meo
Kedang;ksx
Keder;kdy
Kehu;khh
Kei;kei
Keiga;kec
Kein;bmh
Keiyo;eyo
Kela-Yela;kel
Kelabit;kzi
Keley-I Kallahan;ify
Keliko;kbo
Kelo;xel
Kelon;kyo
Kemak;kem
Kembayan;xem
Kemberano;bzp
Kembra;xkw
Kemezung;dmo
Kemi Sami;sjk
Kemiehua;kfj
Kemtuik;kmt
Kenaboi;xbn
Kenati;gat
Kendayan;knx
Kendeje;klf
Kendem;kvm
Kenga;kyq
Keningau Murut;kxi
Keninjal;knl
Kensiu;kns
Kenswei Nsei;ndb
Kenuzi-Dongola;kzh
Kenyan Sign Language;xki
Kenyang;ken
Kenyi;lke
Keoru-Ahia;xeu
Kepkiriwát;kpn
Kepo';kuk
Kera;ker
Kerak;hhr
Kereho;xke
Kerek;krk
Kerewe;ked
Kerewo;kxz
Kerinci;kvr
Kesawai;xes
Ket;ket
Ketangalan;kae
Kete;kcv
Ketengban;xte
Ketum;ktt
Kewa;kew
Keyagana;kyg
Kgalagadi;xkv
Khün;kkh
Kháng;kjm
Khakas;kjh
Khalaj;kjf
Khalaj;klj
Khaling;klr
Kham;kjl
Khamba;kbg
Khamnigan Mongol;ykh
Khams Tibetan;khg
Khamti;kht
Khamyang;ksu
Khana;ogo
Khandesi;khn
Khanty;kca
Khao;xao
Kharam Naga;kfw
Kharia Thar;ksy
Kharia;khr
Khasi;kha
Khayo;lko
Khazar;zkz
Khe;kqg
Khehek;tlx
Khengkha;xkf
Khetrani;xhe
Khezha Naga;nkh
Khiamniungan Naga;kix
Khinalug;kjj
Khirwar;kwx
Khisa;kqm
Khitan;zkt
Khlor;llo
Khlula;ykl
Khmer;km
Khmu;kjg
Kho'ini;xkc
Khoekhoe;naq
Khoibu Naga;nkb
Khoini;xkc
Kholok;ktc
Khonso;kxc
Khorasani Turkish;kmz
Khorezmian Turkic;zkh
Khorezmian;zkh
Khotanese;kho
Khowar;khw
Khua;xhv
Khuen;khf
Khumi Awa Chin;cka
Khumi Chin;cnk
Khunsari;kfm
Khvarshi;khv
Khwarezmian;xco
Khwe;xuu
Kibala;blv
Kibena;bez
Kibet;kie
Kibiri;prm
Kickapoo;kic
Kikai;kzg
Kikami;kcu
Kikumu;kmw
Kikuyu;ki
Kildin Sami;sjd
Kilivila;kij
Kiliwa;klb
Kilmeri;kih
Kim Mun;mji
Kim;kia
Kimaama;kig
Kimaragang;kqr
Kimbu;kiv
Kimbundu;kmb
Kimki;sbt
Kimré;kqp
Kinabalian;cbw
Kinalakna;kco
Kinaray-a;krj
Kinga;zga
Kinikinao;gqn
Kinnauri;kfk
Kintaq;knq
Kinuku;kkd
Kinyabemba;bmy
Kinyarwanda;rw
Kioko;ues
Kiong;kkm
Kiorr;xko
Kiowa;kio
Kipchak;qwm
Kipfokomo;pkb
Kipsigis;sgc
Kiput;kyi
Kir-Balar;kkr
Kire;geb
Kirfi;kks
Kirike;okr
Kirikiri;kiy
Kirundi;rn
Kirya-Konzel;fkk
Kis;kis
Kisa;lks
Kisan;xis
Kisankasa;kqh
Kisar;kje
Kisi;kiz
Kistane;gru
Kita Maninkakan;mwk
Kitembo;tbt
Kitja;gia
Kitsai;kii
Kituba;ktu
Kiunum;wei
Kla;lda
Klallam;clm
Klamath-Modoc;kla
Klao;klu
Klias River Kadazan;kqt
Klingon;tlh
Knaanic;czk
Ko;fuj
Koalib;kib
Koasati;cku
Koba;kpd
Kobiana;kcj
Kobol;kgu
Kobon;kpw
Koch;kdq
Kochila Tharu;thq
Koda;cdz
Kodaku;ksz
Kodava;kfa
Kodeoha;vko
Kodi;kod
Kodia;kwp
Koenoem;kcs
Kofa;kso
Kofei;kpi
Kofyar;kwl
Kohin;kkx
Kohistani Shina;plk
Koho;kpm
Kohumono;bcs
Koi;kkt
Koibal;zkb
Koireng;nkd
Koitabu;kqi
Koiwat;kxt
Kok-Nar;gko
Kok-Paponk;okg
Kokata;ktd
Kokborok;trp
Koke;kou
Koko-Bera;kkp
Kokoda;xod
Kokola;kzn
Kokota;kkk
Kol (Cameroon);biw
Kol;biw
Kola;kvv
Kolami;kfb
Kolbila;klc
Kolhe;ekl
Kolibugan Subanon;skn
Kolom;klm
Koluwawa;klx
Kom (Cameroon);bkm
Kom (India);kmm
Koma;kmy
Komba;kpf
Kombai;tyn
Kombio;xbi
Komering;kge
Komi-Permyak;koi
Komi-Zyrian;kpv
Komi-Zyrian;kv
Kominimung;xoi
Komo;xom
Komodo;kvh
Kompane;kvp
Komyandaret;kzv
Kon Keu;kkn
Konabéré;bbo
Konai;kxw
Konda-Dora;kfc
Konda;knd
Kondekor;gau
Koneraw;kdw
Kongo;kg
Konkani;kok
Konkomba;xon
Konni;kma
Kono (Guinea);knu
Kono (Nigeria);klk
Kono;kno
Konomala;koa
Konongo;kcz
Konyak Naga;nbe
Konyanka Maninka;mku
Konzo;koo
Koongo;kng
Koonzime;ozm
Koorete;kqy
Kopar;xop
Kopkaka;opk
Korafe-Yegha;kpr
Korak;koz
Korana;kqz
Korandje;kcy
Korean Sign Language;kvk
Korean;ko
Koreguaje;coe
Koresh-e Rostam;okh
Korku;kfq
Korlai Creole Portuguese;vkp
Koro (Vanuatu);krf
Koro (West Africa);kfo
Koromfé;kfz
Koromira;kqj
Koronadal Blaan;bpr
Koroni;xkq
Korop;krp
Koropó;xxr
Koroshi;ktl
Korowai;khe
Korra Koraga;kfd
Korubo;xor
Korupun-Sela;kpq
Korwa;kfp
Koryak;kpy
Kosadle;kiq
Kosarek Yale;kkl
Kosena;kze
Koshin;kid
Kosraean;kos
Kota (Gabon);koq
Kota (India);kfe
Kota Bangun Kutai Malay;mqg
Kota Marudu Talantang;grm
Kota Marudu Tinagas;ktr
Kotafon Gbe;kqk
Kotava;avk
Koti;eko
Kott;zko
Kou;snz
Kouya;kyf
Kovai;kqb
Kove;kvc
Kowaki;xow
Kowiai;kwh
Koy Sanjaq Surat;kqd
Koya;kff
Koyaga;kga
Koyo;koh
Koyra Chiini Songhay;khq
Koyra Chiini;khq
Koyraboro Senni Songhai;ses
Koyraboro Senni;ses
Koyukon;koy
Kpagua;kuw
Kpala;kpl
Kpan;kpk
Kpasam;pbn
Kpati;koc
Kpatili;kym
Kpeego;cpo
Kpelle;kpe
Kpessi;kef
Kplang;kph
Krache;kye
Krahô;xra
Kraol;rka
Krenak;kqq
Kresh;krs
Krevinian;zkv
Kreye;xre
Krikati-Timbira;xri
Krim;krm
Krio;kri
Kriol;rop
Krisa;ksi
Kristang;cpp
Kristang;mcm
Krobu;kxb
Krongo;kgo
Kru'ng;krr
Krymchak;jct
Kryts;kry
Kua;tyu
Kuan;uan
Kuanhua;xnh
Kube;kgf
Kubi;kof
Kubo;jko
Kubu;kvb
Kucong;lkc
Kudiya;kfg
Kudmali;kyw
Kudu-Camo;kov
Kugama;kow
Kugbo;kes
Kugu-Muminh;xmh
Kui (India);kxu
Kui;kxu
Kuijau;dkr
Kuikúro-Kalapálo;kui
Kuikúro;kui
Kujarge;vkj
Kuk;kfn
Kukatja;kux
Kukele;kez
Kukna;kex
Kuku-Mangk;xmq
Kuku-Mu'inh;xmp
Kuku-Muminh;xmh
Kuku-Thaypan;typ
Kuku-Ugbanh;ugb
Kuku-Uwanh;uwa
Kuku-Yalanji;gvn
Kula;tpg
Kulaal;glj
Kulere;kul
Kulfa;kxj
Kulina;xpk
Kulisusu;vkl
Kullu Pahari;kfx
Kulon-Pazeh;uun
Kulon;uon
Kulung;kle
Kumak;nee
Kumalu;ksl
Kumam;kdi
Kuman;kue
Kumaoni;kfy
Kumarbhag Paharia;kmj
Kumba;ksm
Kumbainggar;kgs
Kumbaran;wkb
Kumbewaha;xks
Kumhali;kra
Kumiai;dih
Kumu;kmw
Kumukio;kuo
Kumyk;kum
Kumzari;zum
Kuna;cuk
Kunama;kun
Kunbarlang;wlg
Kunda;kdn
Kundal Shahi;shd
Kunduvadi;wku
Kung;kfl
Kungarakany;ggk
Kungardutyi;gdt
Kunggara;kvs
Kunggari;kgl
Kungkari;lku
Kuni-Boazi;kvg
Kuni;kse
Kunigami;xug
Kunimaipa;kup
Kunja;pep
Kunjen;kjn
Kunyi;njx
Kunza;kuz
Kuo;xuo
Kuot;kto
Kupa;kug
Kupang Malay;mkn
Kupia;key
Kupsabiny;kpz
Kur;kuv
Kura Ede Nago;nqk
Kurama;krh
Kuranko;knk
Kurdish;ku
Kuri;nbn
Kuria;kuj
Kurichiya;kfh
Kurmukar;kfv
Kurnai;unn
Kurrama;vku
Kurtöp;xkz
Kurti;ktm
Kurtjar;gdj
Kurtokha;xkz
Kuruáya;kyr
Kurudu;kjr
Kurukh;kru
Kusaal;kus
Kusaghe;ksg
Kushi;kuh
Kusu;ksv
Kusunda;kgg
Kutang Ghale;ght
Kutenai;kut
Kutep;kub
Kuthant;xut
Kutto;kpa
Kutu;kdc
Kuturmi;khj
Kuuk Thaayorre;thd
Kuuk Yak;uky
Kuuku-Ya'u;kuy
Kuvale;olu
Kuvi;kxv
Kuwaa;blh
Kuwaataay;cwt
Kuy;kdt
Kven;fkv
Kw'adza;wka
Kwa';bko
Kwaami;ksq
Kwadi;kwz
Kwaio;kwd
Kwaja;kdz
Kwak'wala;kwk
Kwak;kwq
Kwakum;kwu
Kwalhioqua-Tlatskanai;qwt
Kwama;kmq
Kwambi;kwm
Kwamera;tnk
Kwami;ktf
Kwamtim One;okk
Kwang;kvi
Kwanga;kwj
Kwangali;kwn
Kwanja;knp
Kwanka;bij
Kwanyama;kj
Kwara'ae;kwf
Kwasio;nmg
Kwaya;kya
Kwaza;xwa
Kwegu;xwg
Kwer;kwr
Kwerba Mamberamo;xwr
Kwerba;kwe
Kwere;cwe
Kwerisa;kkb
Kwese;kws
Kwesten;kwt
Kwini;gww
Kwinsu;kuc
Kwinti;kww
Kwoma;kmo
Kwomtari;kwo
Kxoe;xuu
Kyak;bka
Kyaka;kyc
Kyan-Karyaw Naga;nqq
Kyenele;kql
Kyenga;tye
Kyerung;kgy
Kyrgyz;ky
Lü;khb
Löyöp;urr
Láá Láá Bwamu;bwj
Láadan;ldn
La'bi;lbi
Laal;gdm
Laalaa;cae
Laari;ldi
Laba;lau
Label;lbb
Labir;jku
Labo Phowa;ypb
Labo;mwi
Laboya;lmy
Labu;lbu
Labuk-Kinabatangan Kadazan;dtb
Lacandon;lac
Lachi;lbt
Lachiguiri Zapotec;zpa
Lachixío Zapotec;zpl
Ladakhi;lbj
Ladin;lld
Ladino;lad
Laeko-Libuat;lkl
Lafofa;laf
Laghu;lgb
Laghuu;lgh
Lagwan;kot
Lahanan;lhn
Lahnda;lah
Lahta Karen;kvt
Lahu Shi;lhi
Lahu;lhu
Lahul Lohar;lhl
Lai;cnh
Laimbue;lmx
Laiyolo;lji
Lak;lbe
Lakalei;lka
Lake Miwok;lmw
Lakha;lkh
Laki;lki
Lakkia;lbc
Lakon;lkn
Lakondê;lkd
Lakota Dida;dic
Lakota;lkt
Lala-Bisa;leb
Lala-Roba;lla
Lala;nrz
Lalana Chinantec;cnl
Lalia;lal
Lama Bai;lay
Lamaholot;slp
Lamalera;lmr
Lamam;lmm
Lamang;hia
Lamatuka;lmq
Lamba;lam
Lambadi;lmn
Lambichhong;lmh
Lamboya;lmy
Lambya;lai
Lame;bma
Lamenu;lmu
Lamet;lbn
Lamja-Dengsa-Tola;ldh
Lamkang;lmk
Lamma;lev
Lamnso';lns
Lamogai;lmg
Lampung Api;ljp
Lamu-Lamu;lby
Lamu;llh
Lanas Lobu;ruu
Landoma;ldm
Lang'e;yne
Langam;lnm
Langbashe;lna
Langi;lag
Langnian Buyang;yln
Lango (Uganda);laj
Lango;laj
Lanima;lnw
Lanoh;lnh
Lao Naga;nlq
Lao;lo
Laomian;lwm
Laopang;lbg
Laos Sign Language;lso
Lapaguía-Guivini Zapotec;ztl
Lapine;art-lap
Lapuyan Subanun;laa
Larëvat;lrv
Laragia;lrg
Larantuka Malay;lrt
Lardil;lbz
Larestani;lrl
Larevat;lrv
Lari;lrl
Larike-Wakasihu;alo
Laro;lro
Larteh;lar
Laru;lan
Lasalimu;llm
Lasgerdi;lsa
Lashi;lsi
Lasi;lss
Latgalian;ltg
Latin;la
Latu;ltu
Latundê;ltn
Latvian Sign Language;lsl
Latvian;lv
Lau;llu
Laua;luf
Lauan;llx
Lauje;law
Laura;lur
Laurentian;lre
Lavatbura-Lamusong;lbv
Lave;brb
Laven;lbo
Lavukaleve;lvk
Lawangan;lbx
Lawi;lvi
Lawu;lwu
Lawunuia;tgi
Layakha;lya
Laz;lzz
Lealao Chinantec;cle
Leco;lec
Ledo Kaili;lew
Leelau;ldk
Lefa;lfa
Lega-Mwenga;lgm
Lega-Shabunda;lea
Legbo;agb
Legenyem;lcc
Lehali;tql
Lehalurup;urr
Leinong Naga;lzn
Leipon;lek
Leizhou Min;luh
Lela;dri
Lelak;llk
Lele (Papua New Guinea);lle
Lele;llc
Lelemi;lef
Lelepa;lpa
Lembena;leq
Lemerig;lrz
Lemio;lei
Lemnian;xle
Lemolang;ley
Lemoro;ldj
Lenakel;tnl
Lenca;len
Lendu;led
Lengilu;lgi
Lengo;lgr
Lengola;lej
Lengua;leg
Leningitij;lnj
Lenje;leh
Lenkau;ler
Lenyima;ldg
Leonese;roa-leo
Lepcha;lep
Lepki;lpe
Lepontic;xlp
Lere;gnh
Lese;les
Lesing-Gelimi;let
Letemboi;nms
Leti;lti
Levuka;lvu
Lewo Eleng;lwe
Lewo;lww
Lewotobi;lwt
Leyigha;ayi
Lezgi;lez
Lhao Vo;mhx
Lhaovo;mhx
Lhokpu;lhp
Lhomi;lhm
Li'o;ljl
Liabuku;lix
Liana-Seti;ste
Liangmai Naga;njn
Lianshan Zhuang;zln
Liberia Kpelle;xpe
Liberian English;lir
Liberian Kreyol;lir
Libido;liq
Libinza;liz
Libon Bikol;lbl
Liburnian;xli
Libyan Arabic;ayl
Libyan Sign Language;lbs
Ligbi;lig
Ligenza;lgz
Ligurian;lij
Lihir;lih
Lijili;mgi
Lika;lik
Liki;lio
Likila;lie
Likuba;kxx
Likum;lib
Likwala;kwc
Lilau;lll
Lillooet;lil
Limassa;bme
Limbu;lif
Limbum;lmp
Limburgish;li
Limi;ylm
Limilngan;lmc
Limos Kalinga;kmk
Lindu;klw
Linear A;lab
Lingala;ln
Lingao;onb
Lingarak;lgk
Lingkhim;lii
Lingua Franca Nova;lfn
Linngithigh;lnj
Lipan;apl
Lipo;lpo
Lisabata-Nuniali;lcs
Lisela;lcl
Lish;lsh
Lishán Didán;trg
Lishana Deni;lsd
Lishanid Noshan;aij
Lisu;lis
Literary Chinese;lzh
Lithuanian Sign Language;lls
Lithuanian;lt
Litzlitz;lzl
Liujiang Zhuang;zlj
Liuqian Zhuang;zlq
Livonian;liv
Livvi;olo
Lo-Toga;lht
Loarki;lrk
Lobala;loq
Lobi;lob
Lodhi;lbm
Logba;lgq
Logo;log
Logol;lof
Logooli;rag
Logorik;liu
Logudorese Sardinian;src
Lojban;jbo
Lokaa;yaz
Loko;lok
Lokono;arw
Lokoya;lky
Lola;lcd
Lolak;llq
Lole;llg
Lolo;llb
Loloda;loa
Lolopo;ycl
Loma;lom
Lomaiviti;lmv
Lomavren;rmi
Lombard;lmo
Lombardic;lng
Lombi;lmi
Lombo;loo
Lomwe;ngl
Loncong;lce
Long Phuri Naga;lpn
Long Wat;ttw
Longgu;lgu
Longto;wok
Longuda;lnu
Loniu;los
Lonwolwol;crc
Lonzo;lnz
Loo;ldo
Lopa;lop
Lopi;lov
Lopit;lpx
Lorang;lrn
Lorediakarkar;lnn
Loreto-Ucayali Spanish;spq
Lote;uvl
Lotha Naga;njh
Lotud;dtr
Lotuko;lot
Lou;loj
Louisiana Creole French;lou
Louisiana Creole;lou
Loun;lox
Loup A;xlo
Loup B;xlb
Lovono;vnk
Low German;nds
Lowa;loy
Lower Burdekin;xbb
Lower Chehalis;cea
Lower Grand Valley Dani;dni
Lower Nossob;nsb
Lower Sorbian;dsb
Lower Southern Aranda;axl
Lower Ta'oih;tto
Lower Tanana;taa
Lower Tanudan Kalinga;kml
Lowland Oaxaca Chontal;clo
Lowland Tarahumara;tac
Loxicha Zapotec;ztp
Lozi;loz
Lua';prb
Luang;lex
Luba-Kasai;lua
Luba-Katanga;lu
Lubila;kcc
Lubu;lcf
Lubuagan Kalinga;knb
Luchazi;lch
Lucumí;luq
Lucumi;luq
Ludian;lud
Lufu;ldq
Luganda;lg
Lugbara;lgg
Luguru;ruf
Luhu;lcq
Luhya;luy
Lui;lba
Luimbi;lum
Luiseño;lui
Luiseno;lui
Lukpa;dop
Lule Sami;smj
Lule;ule
Lumba-Yakkha;luu
Lumbee;lmz
Lumbu;lup
Lumun;lmd
Lun Bawang;lnd
Luna;luj
Lunanakha;luk
Lunda;lun
Lungga;lga
Luo;luo
Luopohe Hmong;hml
Luri;ldd
Lusengo;lse
Lushootseed;lut
Lusi;khl
Lusitanian;xls
Lutachoni;lts
Lutos;ndy
Lutuv;clt
Luvale;lue
Luwati;luv
Luwian;xlu
Luwo;lwo
Luxembourgish;lb
Luyana;lyn
Lwalu;lwa
Lwel;lvl
Lyélé;lee
Lycian;xlc
Lydian;xld
Lyngngam;lyg
Lyons Sign Language;lsg
Mün Chin;mwq
Mündü;muh
Mòcheno;mhn
Mághdì;gmd
Ma'anyan;mhy
Ma'di;mhi
Ma'ya;slz
Ma;msj
Maa;cma
Maaka;mew
Maale;mdy
Maasai;mas
Maasina Fulfulde;ffm
Maay;ymm
Maba;mqa
Mabaale;mmz
Mabaan;mfz
Mabaka Valley Kalinga;kkg
Mabire;muj
Maca;mca
Macaguán;mbn
Macaguaje;mcl
Macanese;mzs
Macedonian;mk
Machame;jmc
Machiguenga;mcb
Machinere;mpd
Machinga;mvw
Maco;wpc
Macuna;myy
Macushi;mbc
Mada (Cameroon);mxu
Mada (Nigeria);mda
Mada;mda
Madagascar Sign Language;mzc
Madak;mmx
Maden;xmx
Madhi Madhi;dmd
Madi;grg
Madngele;zml
Madukayang Kalinga;kmd
Madurese;mad
Mae;mme
Maek;hmk
Maeng Itneg;itt
Mafa;maf
Mafea;mkv
Mag-Anchi Ayta;sgb
Mag-Indi Ayta;blx
Magɨ;gkd
Magahat;mtw
Magahi;mag
Magdalena Peñasco Mixtec;xtm
Magiyi;gmg
Magoma;gmx
Magori;zgr
Maguindanao;mdh
Mahali;mjx
Maharastri Prakrit;pmh
Mahasu Pahari;bfz
Mahican;mjy
Mahongwe;mhb
Mahou;mxx
Maia;sks
Maiadomu;mzz
Maiani;tnh
Maii;mmm
Mailu;mgu
Maindo;cwb
Mairasi;zrs
Maisin;mbq
Maithili;mai
Maiwa (Indonesia);wmm
Maiwa (New Guinea);mti
Maiwala;mum
Majang;mpe
Majera;xmj
Majhi;mjz
Majhwar;mmj
Mak (Nigeria);pbl
Makaa;mcp
Makah;myh
Makalero;mjb
Makasae;mkz
Makasar;mak
Makassar Malay;mfp
Makayam;aup
Makhuwa-Marrevone;xmc
Makhuwa-Meetto;mgh
Makhuwa-Moniga;mhm
Makhuwa-Saka;xsq
Makhuwa-Shirima;vmk
Makhuwa;vmw
Maklew;mgf
Makolkol;zmh
Makonde;kde
Maku'a;lva
Makuráp;mpu
Makuri Naga;jmn
Makwe;ymk
Makyan Naga;umn
Mal Paharia;mkb
Mal;mlf
Maléku Jaíka;gut
Mala (New Guinea);ped
Mala Malasar;ima
Malaccan Creole Malay;ccm
Malaccan Creole Portuguese;mcm
Malagasy;mg
Malalamai;mmt
Malango;mln
Malankuravan;mjo
Malapandaram;mjp
Malaryan;mjq
Malas;mkr
Malasanga;mqz
Malasar;ymr
Malavedan;mjr
Malawi Lomwe;lon
Malawi Sena;swk
Malay;ms
Malayalam;ml
Malayic Dayak;xdy
Malaynon;mlz
Malayo;mbp
Malaysian Sign Language;xml
Malba Birifor;bfo
Male;mdc
Malecite-Passamaquoddy;pqm
Maleng;pkt
Maleu-Kilenge;mgl
Malfaxal;mlx
Malgana;vml
Malgbe;mxf
Mali;gcc
Malila;mgq
Malimba;mzd
Malimpung;mli
Malinaltepec Tlapanec;tcf
Malo;mla
Malol;mbk
Maltese Sign Language;mdl
Maltese;mt
Malto;mjt
Malua Bay;mll
Malvi;mup
Malyangapa;yga
Mam;mam
Mama;mma
Mamaa;mhf
Mamaindé;wmd
Mamanwa;mmn
Mamara Senoufo;myk
Mamasa;mqj
Mambae;mgm
Mambai;mcs
Mamboru;mvd
Mambwe-Lungu;mgr
Mampruli;maw
Mamuju;mqx
Mamulique;emm
Mamusi;kdf
Mamvu;mdi
