'Are'are;alu
Rungwa;rnw
Russian;ru
Rutul;rut
S'gaw Karen;ksw
Sîshëë;sih
São Paulo Kaingáng;zkp
Sãotomense;cri
Sa'a;apb
Sa'ban;snv
Sa;sax
Saafi-Saafi;sav
Saanich;str
Saare;uss
Saaroa;sxr
Saba;saa
Sabaean;xsa
Sabah Bisaya;bsy
Sabanê;sae
Sabine;sbv
Sabir;pml
Sabu;hvn
Sacapulteco;quv
Sadri;sck
Saek;skb
Safaliba;saf
Safeyoka;apz
Safwa;sbk
Sagala;sbm
Saho;ssy
Sahu;saj
Saisiyat;xsy
Sakao;sku
Sakata;skt
Sake;sak
Sakizaya;szy
Sala;shq
Salampasu;slx
Salar;slr
Salinan;sln
Salumá;slj
Salvadoran Sign Language;esn
Sama;smd
Samaritan Aramaic;sam
Samaritan Hebrew;smp
Samba;smx
Sambali;xsb
Sambalpuri;spv
Sambe;xab
Samberigi;ssx
Samoan;sm
Samogitian;sgs
Samosa;swm
San Agustín Mixtepec Zapotec;ztm
San Baltazar Loxicha Zapotec;zpx
San Felipe Otlaltepec Popoloca;pow
San Jerónimo Tecóatl Mazatec;maa
San Juan Atzingo Popoloca;poe
San Juan Colorado Mixtec;mjc
San Juan Guelavía Zapotec;zab
San Juan Teita Mixtec;xtj
San Luís Temalacayuca Popoloca;pps
San Marcos Tlalcoyalco Popoloca;pls
San Martín Itunyoso Triqui;trq
San Miguel Creole French;scf
San Miguel el Grande Mixtec;mig
San Miguel Piedras Mixtec;xtp
San Pablo Güilá Zapotec;ztu
San Pedro Amuzgos Amuzgo;azg
San Pedro Quiatoni Zapotec;zpf
San Vicente Coatlán Zapotec;zpt
Sanapaná;spn
Sandawe;sad
Sanga (Congo);sng
Sanga (Nigeria);xsn
Sangil;snl
Sangir;sxn
Sangisari;sgr
Sango;sg
Sangu (Gabon);snq
Sangu (Tanzania);sbp
Sani;ysn
Saniyo-Hiyewe;sny
Sanskrit;sa
Santa Catarina Albarradas Zapotec;ztn
Santa Inés Ahuatempan Popoloca;pca
Santa Inés Yatzechi Zapotec;zpn
Santa Lucía Monteverde Mixtec;mdv
Santa María La Alta Nahuatl;nhz
Santa María Quiegolani Zapotec;zpi
Santa María Zacatepec Mixtec;mza
Santa Teresa Cora;cok
Santali;sat
Santiago Xanica Zapotec;zpr
Santo Domingo Albarradas Zapotec;zas
Sapa;tys
Sar;mwm
Sara Kaba Náà;kwv
Sara Kaba;sbz
Saraiki;skr
Saramaccan;srm
Sarangani Blaan;bps
Sarangani Manobo;mbs
Sardinian;sc
Sarikoli;srh
Sarli;sdf
Sartang;onp
Sarua;swy
Saruga;sra
Sasak;sas
Sasaru;sxs
Sassarese;sdc
Satawalese;stw
Sateré-Mawé;mav
Saterland Frisian;stq
Saurashtra;saz
Sause;sao
Sausi;ssj
Savosavo;svs
Sawai;szw
Sawi;saw
Sawriya Paharia;mjt
Saxwe Gbe;sxw
Saya;say
Sayula Popoluca;pos
Scots;sco
Scottish Gaelic;gd
Seba;kdg
Sebat Bet Gurage;sgw
Sebop;sib
Sechelt;sec
Secoya;sey
Sedang;sed
Segeju;seg
Sehwi;sfw
Seimat;ssg
Sekani;sek
Seki;syi
Selaru;slu
Selee;snw
Selk'nam;ona
Selonian;sxl
Semai;sea
Semelai;sza
Semimi;etz
Semnani;smy
Sena;seh
Seneca;see
Sengele;szg
Sengo;spk
Sengseng;ssz
Sensi;sni
Sentani;set
Sepa (Indonesia);spb
Sepa (New Guinea);spe
Sepen;spm
Sepik Mari;mbx
Sera;sry
Serbo-Croatian;sh
Sere;swf
Serer;srr
Seri;sei
Serrano;ser
Seru;szd
Serui-Laut;seu
Seta;stf
Setaman;stm
Seti;sbi
Severn Ojibwa;ojs
Seychellois Creole;crs
Seze;sze
Sha;scw
Shabak;sdb
Shabo;sbf
Shahmirzadi;srz
Shahrudi;shm
Shama-Sambuga;sqa
Shambala;ksb
Shan;shn
Shanenawa;swo
Shanga;sho
Shaojiang Min;sjc
Sharanahua;mcd
Shark Bay;ssv
Sharwa;swq
Shasta;sht
Shau;sqh
Shawnee;sjw
Shehri;shv
Shelta;sth
Sheni;scv
Sherbro;bun
Sherpa;xsr
Sheshi Kham;kip
Shi;shr
Shihhi Arabic;ssh
Shiki;gua
Shilluk;shk
Shina;scl
Shinasha;bwo
Shipibo-Conibo;shp
Shixing;sxg
Sholaga;sle
Shona;sn
Shoo-Minda-Nye;bcv
Shor;cjs
Shoshone;shh
Shua;shg
Shuar;jiv
Shughni;sgh
Shumashti;sts
Shuswap;shs
Shwe Palaung;pll
Siane;snp
Sibe;nco
Siberian Tatar;sty
Sicel;scx
Sichuan Yi;ii
Sicilian;scn
Siculo-Arabic;sqr
Sidamo;sid
Sidetic;xsd
Sie;erg
Sierra de Juárez Zapotec;zaa
Sierra Negra Nahuatl;nsu
Sighu;sxe
Sika;ski
Sikaiana;sky
Sikiana;sik
Sikkimese;sip
Silacayoapan Mixtec;mks
Silesian;szl
Siliput;mkc
Silt'e;stv
Simaa;sie
Simalungun Batak;bts
Simba;sbw
Simbali;smg
Simeulue;smr
Sinagen;siu
Sinasina;sst
Sinaugoro;snc
Sindarin;sjn
Sindhi Bhil;sbn
Sindhi;sd
Sindihui Mixtec;xts
Singa;sgm
Singpho;sgp
Sinhalese;si
Sinicahua Mixtec;xti
Sininkere;skq
Sinte Romani;rmo
Sinyar;sys
Siona;snn
Sipakapense;qum
Sira;swj
Siraya;fos
Sirenik;ysr
Siri;sir
Siriano;sri
Sirionó;srq
Siroi;ssd
Sissala;sld
Sissano;sso
Sivandi;siy
Siwi;siz
Siwu;akp
Skagit;ska
Skalvian;svx
Ske;ske
Skepi Creole Dutch;skw
Skolt Sami;sms
Skou;skv
Slavomolisano;svm
Slovak;sk
Slovene;sl
Snohomish;sno
So'a;ssq
Sochiapam Chinantec;cso
Soga;xog
Sogdian;sog
Soko;soc
Sokoro;sok
Soli;sby
Solong;aaw
Som;smc
Somali;so
Somba-Siawari;bmu
Somrai;sor
Somyev;kgt
Sonde;shc
Songe;sop
Songomeno;soe
Songoora;sod
Soninke;snk
Sonsorolese;sov
Sop;urw
Soqotri;sqt
Sora;srb
Sori-Harengan;sbh
Sorsogon Ayta;ays
Sos Kundi;sdk
Sotho;st
South Awyu;aws
South Central Dinka;dib
South Efate;erk
South Fali;fal
South Levantine Arabic;ajp
South Marquesan;mqm
South Muyu;kts
South Picene;spx
South Slavey;xsl
South Tairora;omw
South Ucayali Ashéninka;cpy
Southeast Ambrym;tvk
Southeast Ijo;ijs
Southeast Pashayi;psi
Southeastern Dinka;dks
Southeastern Ixtlán Zapotec;zpd
Southeastern Kolami;nit
Southeastern Nochixtlán Mixtec;mxy
Southeastern Pomo;pom
Southeastern Puebla Nahuatl;npl
Southeastern Tarahumara;tcu
Southeastern Tepehuan;stp
Southern Alta;agy
Southern Altai;alt
Southern Amami Ōshima;ams
Southern Bai;bfs
Southern Birifor;biv
Southern Bobo;bwq
Southern Bontoc;obk
Southern Carrier;caf
Southern Catanduanes Bicolano;bln
Southern Dagaare;dga
Southern East Cree;crj
Southern Ghale;ghe
Southern Grebo;grj
Southern Haida;hax
Southern Hindko;hnd
Southern Kam;kmc
Southern Kurdish;sdh
Southern Luri;luz
Southern Mashan Hmong;hma
Southern Ndebele;nr
Southern Ngbandi;nbw
Southern Nuni;nnw
Southern Ohlone;css
Southern One;osu
Southern Pame;pmz
Southern Pinghua;csp
Southern Pomo;peq
Southern Puebla Mixtec;mit
Southern Puget Sound Salish;slh
Southern Qiang;qxs
Southern Rincon Zapotec;zsr
Southern Sama;ssb
Southern Sami;sma
Southern Samo;sbd
Southern Sierra Miwok;skd
Southern Thai;sou
Southern Tiwa;tix
Southern Tujia;tjs
Southern Tutchone;tce
Southern Yukaghir;yux
Southwest Gbaya;gso
Southwest Palawano;plv
Southwest Pashayi;psh
Southwest Tanna;nwi
Southwestern Bontoc;vbk
Southwestern Dinka;dik
Southwestern Tarahumara;twr
Southwestern Tepehuan;tla
Southwestern Tlaxiaco Mixtec;meh
Sowa;sww
Soyaltepec Mixtec;vmq
Spanish;es
Squamish;squ
Sranan Tongo;srn
Sri Lankan Creole Malay;sci
Ỹaroamë;yro
Stoney;sto
Suabo;szp
Suba-Simbiti;ssc
Suba;sxb
Subiya;sbs
Subtiaba;sut
Sudanese Arabic;apd
Sudovian;xsv
Suena;sue
Suga;sgi
Suganga;sug
Sugut Dusun;kzs
Sui;swi
Suki;sui
Suku;sub
Sukuma;suk
Sukur;syk
Sula;szn
Sumariup;siv
Sumau;six
Sumbawa;smw
Sumbwa;suw
Sumerian;sux
Sundanese;su
Sungwadaga;mwo
Sungwadia;mrb
Sunum;ymn
Sunwar;suz
Supyire;spp
Surigaonon;sgd
Surjapuri;sjp
Sursurunga;sgz
Suruí Do Pará;mdz
Suruí;sru
Surubu;sde
Susu;sus
Susuami;ssu
Suundi;sdj
Suyá;suy
Svan;sva
Swabian;swg
Swahili;sw
Swampy Cree;csw
Swazi;ss
Swedish;sv
Swo;sox
Sylheti;syl
Tîrî;cir
Tübatulabal;tub
Tày;tyz
Tây Bồi;tas
Taíno;tnq
Taabwa;tap
Tabaa Zapotec;zat
Tabaru;tby
Tabasaran;tab
Tabasco Chontal;chf
Tabasco Nahuatl;nhc
Tabasco Zoque;zoq
Tabriak;tzx
Tacahua Mixtec;xtt
Tacana;tna
Tachawit;shy
Tadaksahak;dsq
Tadyawan;tdy
Tae';rob
Tagabawa;bgs
Tagakaulu Kalagan;klg
Tagal Murut;mvv
Tagalog;tl
Tagbanwa;tbw
Tagish;tgx
Tagoi;tag
Tahitian;ty
Tahltan;tht
Tai Dón;twh
Tai Daeng;tyr
Tai Dam;blt
Tai Do;tyj
Tai Laing;tjl
Tai Nüa;tdd
Tai Ya;cuu
Tai;taw
Taikat;aos
Tainae;ago
Taita;dav
Taivoan;tvx
Tajik;tg
Tajiki Arabic;abh
Tajio;tdj
Takia;tbc
Takuu;nho
Takwane;tke
Tal;tal
Tala;tak
Taliabu;tlv
Talossan;tzl
Talysh;tly
Tama (Colombia);ten
Tamambo;mla
Taman (Indonesia);tmn
Taman (Myanmar);tcl
Tamanaku;tmz
Tamazola Mixtec;vmx
Tambora;xxt
Tambotalo;tls
Tambunan Dusun;kzt
Tamil;ta
Tamki;tax
Tampuan;tpu
Tanacross;tcb
Tanchangya;tnv
Tandaganon;tgn
Tandia;tni
Tanema;tnx
Tangale;tan
Tanggu;tgu
Tangkhul Naga;nmf
Tangoa;tgp
Tangsa;nst
Tanguat;tbs
Tangut;txg
Tanimbili;tbe
Tanimuca-Retuarã;tnc
Tanudan Kalinga;kml
Taos;twf
Tapei;afp
Tapirapé;taf
Tara Baka;bdh
Tarao;tro
Taraon;mhu
Tariana;tae
Tarifit;rif
Tarjumo;txj
Tarok;yer
Taroko;trv
Tarpia;tpf
Tashelhit;shi
Tasmate;tmt
Tat;ttt
Tataltepec Chatino;cta
Tatar;tt
Tatuyo;tav
Taungyo;tco
Tause;tad
Tausug;tsg
Tauya;tya
Taveta;tvs
Tavoyan;tvn
Tavringer Romani;rmu
Tawala;tbo
Tawandê;xtw
Tawang Monpa;twm
Taworta;tbp
Tayabas Ayta;ayy
Tayo;cks
Tboli;tbl
Tchumbuli;bqa
Te'un;tve
Teanu;tkw
Tebul Ure Dogon;dtu
Tecpatlán Totonac;tcw
Tedim Chin;ctd
Tee;tkq
Tefaro;tfo
Tegali;ras
Tehuelche;teh
Teiwa;twe
Tejalapan Zapotec;ztt
Teke-Tyee;tyx
Telugu;te
Tem;kdh
Temascaltepec Nahuatl;nhv
Tembé;tqb
Temi;soz
Temiar;tea
Temoaya Otomi;ott
Ten'edn;tnz
Tenango Otomi;otn
Tene Kan Dogon;dtk
Tengger;tes
Tenharim;pah
Tenino;tqn
Tenis;tns
Teop;tio
Tepecano;tep
Tepetotutla Chinantec;cnt
Tepeuxila Cuicatec;cux
Tepinapa Chinantec;cte
Ter Sami;sjt
Terei;buo
Tereno;ter
Teribe;tfr
Termanu;twu
Ternate;tft
Tetelcingo Nahuatl;nhg
Tetete;teb
Tetserret;tez
Tetum;tet
Tetun Dili;tdt
Teutila Cuicatec;cut
Tewa;tew
Texcatepec Otomi;otx
Texistepec Popoluca;poq
Texmelucan Zapotec;zpz
Tezoatlán Mixtec;mxb
Thai Sign Language;tsq
Thai Song;soa
Thai;th
Thao;ssf
Tharrgari;dhr
Thavung;thm
Tho;tou
Thompson;thp
Thracian;txh
Tiéyaxo Bozo;boz
Tiagbamrin Aizi;ahi
Tiale;mnl
Tiang;tbj
Tibea;ngy
Tibetan;bo
Ticuna;tca
Tidaá Mixtec;mtx
Tidore;tvo
Tiemacèwè Bozo;boo
Tigak;tgc
Tigon Mbembe;nza
Tigre;tig
Tigrinya;ti
Tijaltepec Mixtec;xtl
Tikar;tik
Tikopia;tkp
Tilapa Otomi;otl
Tillamook;til
Tilquiapan Zapotec;zts
Timor Pidgin;tvy
Timugon Murut;tih
Tindi;tin
Tingui-Boto;tgv
Tirax;mme
Tiruray;tiy
Tiv;tiv
Tiwa;lax
Tiwi;tiw
Tjurruru;tju
Tlacoatzintepec Chinantec;ctl
Tlacolulita Zapotec;zpk
Tlahuica;ocu
Tlamacazapa Nahuatl;nuz
Tlazoyaltepec Mixtec;mqh
Tlingit;tli
To'abaita;mlu
Toba-Maskoy;tmf
Toba Batak;bbc
Toba;tob
Tobagonian Creole English;tgh
Tobati;tti
Tobelo;tlb
Tobilung;tgb
Tocantins Asurini;asu
Tocharian A;xto
Tocharian B;txb
Tocho;taz
Toda;tcx
Tofa;kim
Tojolabal;toj
Tok Pisin;tpi
Toka-Leya;dov
Tokano;zuh
Tokelauan;tkl
Toki Pona;tok
Tokunoshima;tkn
Tol;jic
Tolai;ksd
Tolaki;lbw
Tolomako;tlm
Tolowa;tol
Toma;tod
Tomadino;tdi
Tombonuo;txa
Tombulu;tom
Tomini;txm
Tommo So;dto
Tomo Kan Dogon;dtm
Tondano;tdn
Tonga (Malawi);tog
Tonga (Zambia);toi
Tongan;to
Tonkawa;tqw
Tonsawang;tnw
Tonsea;txs
Tontemboan;tnt
Tooro;ttj
Toraja-Sa'dan;sda
Toro So Dogon;dts
Toro Tegu Dogon;dtt
Toromono;tno
Torres Strait Creole;tcs
Torricelli Yau;yyu
Torricelli;tei
Torwali;trw
Totela;ttl
Toto;txo
Totoli;txe
Totomachapan Zapotec;zph
Totontepec Mixe;mto
Totoro;ttk
Toura;neb
Translingual;mul
Traveller Danish;rmd
Traveller Norwegian;rmg
Traveller Scottish;trl
Trió;tri
Trinidadian Creole English;trf
Tsafiki;cof
Tsakhur;tkr
Tsakonian;tsd
Tsetsaut;txc
Tsez;ddo
Tshangla;tsj
Tsimané;cas
Tsimshian;tsi
Tsonga;ts
Tsotsitaal;fly
Tsou;tsu
Tsucuba;cbq
Tsuut'ina;srs
Tswana;tn
Tuamotuan;pmt
Tuareg;tmh
Tubar;tbu
Tucano;tuo
Tukang Besi South;bhq
Tuki;bag
Tukudede;tkd
Tukumanféd;tkf
Tulishi;tey
Tulu-Bohuai;rak
Tulu;tcy
Tuma-Irumu;iou
Tumbuka;tum
Tumshuqese;xtq
Tumulung Sisaala;sil
Tundra Enets;enh
Tundra Nenets;yrk
Tungag;lcm
Tunggare;trt
Tunica;tun
Tunisian Arabic;aeb
Tunjung;tjg
Tunzu;dza
Tuotomb;ttf
Tuparí;tpr
Tupinambá;tpn
Tupuri;tui
Turiwára;twt
Turka;tuz
Turkana;tuv
Turkish;tr
Turkmen;tk
Turks and Caicos Creole English;tch
Turoyo;tru
Turung;try
Tuscarora;tus
Tutelo;tta
Tutong;ttg
Tutuba;tmi
Tututepec Mixtec;mtu
Tututni;tuu
Tuvaluan;tvl
Tuvan;tyv
Tuwali Ifugao;ifk
Tuwuli;bov
Tuxináwa;tux
Tuyuca;tue
Twana;twa
Twi;tw
Tyap;kcg
Tz'utujil;tzj
Tzeltal;tzh
Tzotzil;tzo
Uab Meto;aoz
Ubaghara;byc
Ubang;uba
Ubir;ubr
Ubykh;uby
Ucayali-Yurúa Ashéninka;cpb
Udi;udi
Udihe;ude
Udmurt;udm
Ufim;ufi
Ugaritic;uga
Uhami;uha
Ujir;udj
Ukpe-Bayobiri;ukp
Ukpet-Ehom;akd
Ukrainian;uk
Ukue;uku
Ukwuani-Aboh-Ndoni;ukw
Ulau-Suain;svb
Ulch;ulc
Uldeme;udl
Uma;ppk
Umanakaina;gdn
Umatilla;uma
Umbrian;xum
Umbu-Ungu;ubu
Umbundu;umb
Ume Sami;sju
Umiida;xud
Umiray Dumaget Agta;due
Umon;umm
Umpila;ump
Unami;unm
Unde Kaili;unz
Undetermined;und
Uneapa;bbn
Uneme;une
Unggaranggu;xun
Unggumi;xgu
Unserdeutsch;uln
Unua;onu
Uokha;uok
Upper Chehalis;cjh
Upper Grand Valley Dani;dna
Upper Kinabatangan;dmg
Upper Kuskokwim;kuu
Upper Necaxa Totonac;tku
Upper Sorbian;hsb
Upper Tanana;tau
Upper Taromi;tov
Upper Umpqua;xup
Ura (Papua New Guinea);uro
Ura (Vanuatu);uur
Uradhi;urf
Urak Lawoi';urk
Urali;url
Urartian;xur
Urat;urt
Urdu;ur
Urhobo;urh
Uri;uvh
Urigina;urg
Urim;uri
Urimo;urx
Uru-Eu-Wau-Wau;urz
Uru-Pa-In;urp
Uruangnirin;urn
Uruava;urv
Urubú-Kaapor;urb
Urum;uum
Urumi;uru
Usaghade;usk
Usan;wnu
Usarufa;usa
Ushojo;ush
Usila Chinantec;cuc
Uspanteco;usp
Utarmbung;omo
Ute;ute
Uvbie;evh
Uyajitaya;duk
Uyghur;ug
Uzbek;uz
Uzbeki Arabic;auz
Uzekwe;eze
Võro;vro
Vaagri Booli;vaa
Vaghri;vgr
Vaghua;tva
Vai;vai
Valle Nacional Chinantec;cvn
Valley Maidu;vmv
Valpei;vlp
Vamale;mkt
Vandalic;xvn
Vangunu;mpr
Vao;vao
Varhadi;vah
Varli;vav
Veddah;ved
Venda;ve
Venetan;vec
Venetic;xve
Ventureño;veo
Veps;vep
Vera'a;vra
Vestinian;xvs
Vietnamese;vi
Vilamovian;wym
Vili;vif
Villa Viciosa Agta;dyg
Vincentian Creole English;svc
Virgin Islands Creole;vic
Viya;gev
Vlax Romani;rmy
Volapük;vo
Volscian;xvo
Votic;vot
Vunapu;vnp
Vunjo;vun
Vurës;msn
Vute;vut
Wè Southern;gxx
Wãpha;juw
Wa'ema;wag
Waama;wwa
Waamwang;wmn
Wab;wab
Wabo;wbb
Waffa;waj
Wageman;waq
Wagi;fad
Waigali;wbk
Wailaki;wlk
Wailapa;wlr
Waima'a;wmh
Waimaha;bao
Waimiri-Atroari;atr
Waiwai;waw
Wajarri;wbv
Wakhi;wbl
Wali (Ghana);wlx
Waling;wly
Walla Walla;waa
Wallisian;wls
Walloon;wa
Walmajarri;wmt
Wam;wmo
Wambaya;wmb
Wambon;wms
Wambule;wme
Wamey;cou
Wampar;lbq
Wampur;waz
Wané;hwa
Wanambre;wnb
Wanap;wnp
Wancho;nnp
Wandala;mfi
Wandamen;wad
Wandarang;wnd
Waneci;wne
Wanggamala;wnm
Wangganguru;wgg
Wanggom;wng
Wangkumara;xwk
Wanji;wbi
Wano;wno
Wantoat;wnc
Wanukaka;wnk
Wanyi;wny
Wapishana;wap
Wappo;wao
War-Jaintia;aml
Warao;wba
Warapu;wra
Waray-Waray;war
Waray Sorsogon;srv
Warekena;gae
Wari';pav
Waritai;wbe
Wariyangga;wri
Warji;wji
Warkay-Bipim;bgv
Warlpiri;wbp
Warluwara;wrb
Waropen;wrp
Warrgamay;wgy
Warumungu;wrm
Warungu;wrg
Warwar Feni;hrw
Wasa;wss
Wasco-Wishram;wac
Wasembo;gsp
Washo;was
Waskia;wsk
Wastek;hus
Watam;wax
Wathaurong;wth
Watiwa;wtf
Watubela;wah
Wauja;wau
Wawa;www
Wawonii;wow
Waxiang;wxa
Wayampi;oym
Wayana;way
Wayanad Chetti;ctt
Wayuu;guc
Wedau;wed
Weliki;klh
Welsh Romani;rmw
Welsh;cy
Wemba-Wemba;xww
Wendat;wdt
West Albay Bikol;fbl
West Ambae;nnd
West Central Banda;bbp
West Coast Bajau;bdr
West Damar;drn
West Flemish;vls
West Frisian;fy
West Makian;mqs
West Tarangan;txn
West Uvean;uve
Western Apache;apw
Western Arrernte;are
Western Bolivian Guaraní;gnw
Western Bru;brv
Western Bukidnon Manobo;mbb
Western Cham;cja
Western Dani;dnw
Western Durango Nahuatl;azn
Western Fijian;wyy
Western Gurung;gvr
Western Highland Chatino;ctp
Western Huasteca Nahuatl;nhw
Western Juxtlahuaca Mixtec;jmx
Western Katu;kuf
Western Kayah;kyu
Western Keres;kjq
Western Lawa;lcp
Western Magar;mrd
Western Mari;mrj
Western Neo-Aramaic;amw
Western Ojibwa;ojw
Western Parbate Kham;kjl
Western Penan;pne
Western Pwo;pwo
Western Sisaala;ssl
Western Subanon;suc
Western Tamang;tdg
Western Totonac;tqt
Western Xiangxi Miao;mmr
Western Xwla Gbe;xwl
Western Yugur;ybe
Weyewa;wew
White Hmong;mww
Whitesands;tnp
Wiarumus;tua
Wichí Lhamtés Güisnay;mzh
Wichí Lhamtés Nocten;mtp
Wichí Lhamtés Vejoz;wlv
Wichita;wic
Wik-Mungkan;wim
Winnebago;win
Wintu;wnw
Wipi;gdr
Wiradjuri;wrh
Wiraféd;wir
Wirangu;wgu
Wiwa;mbp
Wiyot;wiy
Woccon;xwc
Wogamusin;wog
Wogeo;woc
Woi;wbw
Woiwurrung;wyi
Wolane;wle
Wolani;wod
Wolaytta;wal
Woleaian;woe
Wolio;wlo
Wolof;wo
Womo;wmx
Wongo;won
Woods Cree;cwd
Woria;wor
Worimi;kda
Woun Meu;noa
Written Oirat;xwo
Wu;wuu
Wudu;wud
Wumboko;bqm
Wumbvu;wum
Wushi;bse
Wusi;wsi
Wutung;wut
Wutunhua;wuh
Wuvulu-Aua;wuv
Wyandot;wya
Xârâcùù;ane
Xârâgurè;axx
Xadani Zapotec;zax
Xakriabá;xkr
Xamtanga;xan
Xanaguía Zapotec;ztg
Xavante;xav
Xerénte;xer
Xetá;xet
Xhosa;xh
Xiang;hsn
Xibe;sjo
Xicotepec de Juárez Totonac;too
Xinca;xin
Xingú Asuriní;asn
Xiriâna;xir
Yámana;yag
Yaa;iyx
Yabaâna;ybn
Yabarana;yar
Yabula Yabula;yxy
Yace;ekr
Yaeyama;rys
Yagara;yxg
Yagaria;ygr
Yagnobi;yai
Yagomi;ygm
Yagwoia;ygw
Yaka;yaf
Yakan;yka
Yakima;yak
Yakkha;ybh
Yakut;sah
Yalálag Zapotec;zpu
Yala;yba
Yalahatan;jal
Yalakalore;xyl
Yalarnnga;ylr
Yale;nce
Yamap;ymp
Yamba;yam
Yambes;ymb
Yambeta;yat
Yamdena;jmd
Yami;tao
Yaminahua;yaa
Yamongeri;ymg
Yamphu;ybi
Yan-nhangu;jay
Yanda Dogon;dym
Yandruwandha;ynd
Yanesha';ame
Yangben;yav
Yangkam;bsx
Yango;yng
Yangum Dey;yde
Yangum Gel;ygl
Yangum Mon;ymo
Yankunytjatjara;kdd
Yanomam;wca
Yanomamö;guu
Yanyuwa;jao
Yao;yao
Yaosakor Asmat;asy
Yapese;yap
Yapunda;yev
Yaqay;jaq
Yaqui;yaq
Yareni Zapotec;zae
Yarli;yxl
Yasa;yko
Yatee Zapotec;zty
Yatzachi Zapotec;zav
Yaul;yla
Yaur;jau
Yautepec Zapotec;zpb
Yavitero;yvt
Yawa;yva
Yawalapití;yaw
Yawanawa;ywn
Yawarawarga;yww
Yawijibaya;jbw
Yawuru;ywr
Yazghulami;yah
Ye'kwana;mch
Yekhee;ets
Yemaek;hmk
Yemba;ybb
Yemeni Arabic;ayn
Yendang;yen
Yenish;yec
Yeretuar;gop
Yeskwa;yes
Yessan-Mayo;yss
Yevanic;yej
Yiddish;yi
Yidgha;ydg
Yidiny;yii
Yil;yll
Yilan Creole;ycr
Yimchungru Naga;yim
Yindjibarndi;yij
Yindjilandji;yil
Yine;pib
Yinggarda;yia
Yinhawangka;ywg
Yinwum;yxm
Yir-Yoront;yiy
Yis;yis
Yoba;yob
Yocoboué Dida;gud
Yogad;yog
Yola;yol
Yolmo;scp
Yoloxochitl Mixtec;xty
Yombe;yom
Yonaguni;yoi
Yong;yno
Yopno;yut
Yora;mts
Yoron;yox
Yorta Yorta;xyy
Yoruba;yo
Yosondúa Mixtec;mpm
Younuo Bunu;buh
Yout Wam;ytw
Yuanga;nua
Yucatec Maya Sign Language;msd
Yucatec Maya;yua
Yucuañe Mixtec;mvg
Yucuna;ycn
Yug;yug
Yuhup;yab
Yuki;yuk
Yukpa;yup
Yuma;yum
Yup'ik;esu
Yuqui;yuq
Yuracare;yuz
Yurok;yur
Yurutí;yui
Yutanduchi Mixtec;mab
Yuyu;yxu
Záparo;zro
Zaachila Zapotec;ztx
Zabana;kji
Zacatepec Chatino;ctz
Zacatlán-Ahuacatlán-Tepetzintla Nahuatl;nhi
Zaghawa;zag
Zaiwa;atb
Zakhring;zkr
Zan Gula;zna
Zanaki;zak
Zande;zne
Zangskari;zau
Zangwal;zah
Zaniza Zapotec;zpw
Zapotec;zap
Zaramo;zaj
Zari;zaz
Zarma;dje
Zauzou;zal
Zay;zwa
Zayse-Zergulla;zay
Zazaki;zza
Zazao;jaj
Zealandic;zea
Zeem;zua
Zemba;dhm
Zenag;zeg
Zenaga;zen
Zenzontepec Chatino;czn
Zhang-Zhung;xzh
Zhire;zhi
Zhoa;zhw
Zhuang;za
Zia;zia
Zialo;zil
Zigula;ziw
Zimakani;zik
Zimba;zmb
Zinza;zin
Zirenkel;zrn
Ziriya;zir
Zizilivakan;ziz
Zo'é;pto
Zokhuo;yzk
Zoogocho Zapotec;zpq
Zotung Chin;czt
Zou;zom
Zulgo-Gemzek;gnd
Zulu;zuGhotuo;aaa
Zumaya;zuy
Zuni;zun
Zuojiang Zhuang;zzj
Zyphe;zyp
